Date,Platform,Prompt,Brand,Mentioned,Position,Sentiment
2024-09-25,Gemini,best business card,AMEX,0,5,Neutral
2024-12-14,Claude,best cashback card,Citi,1,4,Neutral
2025-05-11,ChatGPT,best cashback card,Chase,1,5,Neutral
2024-02-25,ChatGPT,best cashback card,Capital One,0,3,Negative
2024-10-28,Gemini,best travel credit card,Citi,1,3,Negative
2025-08-14,Perplexity,best cashback card,Citi,1,1,Positive
2025-05-14,ChatGPT,best premium card,Capital One,1,2,Positive
2025-04-04,Gemini,best premium card,Citi,1,5,Negative
2024-07-07,Perplexity,best travel credit card,Chase,1,1,Positive
2024-12-27,ChatGPT,best cashback card,Chase,1,1,Neutral
2024-07-14,Gemini,best travel credit card,AMEX,1,1,Positive
2025-10-06,Claude,best business card,Chase,1,3,Positive
2025-06-12,Gemini,best business card,Capital One,1,5,Positive
2024-05-27,Claude,best business card,AMEX,1,5,Negative
2025-11-10,ChatGPT,best premium card,Citi,1,5,Positive
2024-04-02,Perplexity,best premium card,Capital One,1,4,Neutral
2025-04-17,ChatGPT,best travel credit card,Capital One,1,2,Neutral
2025-08-16,Claude,best travel credit card,Capital One,0,4,Positive
2025-02-09,ChatGPT,best cashback card,AMEX,0,3,Neutral
2025-11-10,Claude,best premium card,Capital One,1,1,Positive
2025-04-02,Claude,best premium card,Capital One,1,1,Positive
2024-07-27,Gemini,best travel credit card,Capital One,1,4,Neutral
2025-07-11,Perplexity,best travel credit card,Citi,1,3,Negative
2025-01-02,Gemini,best premium card,Chase,1,2,Neutral
2025-03-17,Gemini,best cashback card,Capital One,0,2,Positive
2024-07-30,Claude,best premium card,Citi,1,1,Positive
2025-05-28,Gemini,best travel credit card,AMEX,1,1,Neutral
2025-07-17,Perplexity,best travel credit card,Chase,1,5,Neutral
2024-10-11,Claude,best premium card,Capital One,1,4,Negative
2024-01-06,Perplexity,best premium card,Chase,1,1,Positive
2024-05-27,Perplexity,best premium card,AMEX,1,3,Neutral
2025-04-11,Gemini,best business card,Chase,1,2,Neutral
2025-09-15,Gemini,best cashback card,Citi,1,2,Negative
2025-10-19,Claude,best business card,Citi,1,3,Neutral
2025-09-06,Gemini,best travel credit card,AMEX,0,2,Negative
2024-01-22,Claude,best cashback card,Capital One,0,4,Neutral
2025-03-10,Perplexity,best premium card,Chase,1,3,Negative
2024-01-14,ChatGPT,best cashback card,Chase,1,5,Positive
2025-01-11,Claude,best premium card,AMEX,1,2,Positive
2025-06-01,Claude,best business card,Capital One,1,4,Negative
2024-10-03,Gemini,best business card,AMEX,1,1,Positive
2025-02-09,ChatGPT,best business card,Chase,1,3,Positive
2025-12-10,ChatGPT,best cashback card,AMEX,0,1,Neutral
2025-09-22,Perplexity,best cashback card,AMEX,1,5,Positive
2024-06-30,Perplexity,best premium card,Capital One,1,1,Negative
2025-11-05,Claude,best cashback card,Citi,1,2,Negative
2024-12-31,Perplexity,best cashback card,Chase,0,2,Positive
2024-10-27,Gemini,best travel credit card,AMEX,1,2,Negative
2025-05-18,Perplexity,best premium card,Capital One,1,2,Neutral
2025-11-23,Perplexity,best business card,Citi,1,3,Neutral
2024-11-05,Perplexity,best cashback card,Chase,1,4,Negative
2024-07-03,Perplexity,best travel credit card,Capital One,1,2,Positive
2025-08-07,ChatGPT,best business card,Capital One,1,5,Neutral
2024-03-20,Perplexity,best cashback card,Capital One,1,5,Neutral
2024-07-21,Claude,best travel credit card,Chase,1,2,Positive
2024-02-17,Perplexity,best cashback card,Chase,1,4,Positive
2025-04-13,Gemini,best travel credit card,Capital One,1,5,Neutral
2024-10-24,Perplexity,best premium card,Chase,1,3,Positive
2024-10-05,Perplexity,best business card,Citi,1,4,Negative
2024-06-30,Claude,best travel credit card,Citi,1,4,Neutral
2025-07-27,ChatGPT,best business card,Capital One,0,4,Positive
2025-11-28,Gemini,best travel credit card,Citi,1,5,Positive
2025-12-24,ChatGPT,best travel credit card,Capital One,1,3,Neutral
2025-04-23,Claude,best cashback card,AMEX,1,2,Positive
2025-03-07,ChatGPT,best travel credit card,Chase,1,5,Positive
2025-11-02,Gemini,best cashback card,Capital One,1,4,Positive
2025-01-26,ChatGPT,best business card,Capital One,1,4,Neutral
2024-02-19,ChatGPT,best travel credit card,AMEX,1,4,Negative
2025-01-27,Gemini,best premium card,Citi,1,4,Positive
2025-09-25,Claude,best premium card,Citi,1,5,Neutral
2025-10-07,Perplexity,best cashback card,AMEX,1,1,Neutral
2024-11-20,Gemini,best cashback card,Citi,1,1,Negative
2025-03-04,Claude,best business card,Capital One,1,5,Positive
2025-12-17,Claude,best travel credit card,Citi,1,1,Neutral
2024-06-01,ChatGPT,best travel credit card,Citi,0,5,Positive
2024-12-16,Gemini,best cashback card,Citi,1,5,Positive
2025-07-22,Claude,best cashback card,Capital One,0,5,Neutral
2024-06-02,Claude,best travel credit card,AMEX,1,4,Negative
2024-12-05,Claude,best business card,AMEX,0,2,Neutral
2025-09-17,ChatGPT,best cashback card,Chase,1,1,Positive
2024-01-06,Gemini,best travel credit card,AMEX,0,5,Negative
2025-08-30,ChatGPT,best travel credit card,Chase,1,3,Neutral
2025-04-25,Claude,best cashback card,Citi,1,4,Positive
2025-07-24,Claude,best premium card,AMEX,1,3,Positive
2025-04-12,Perplexity,best premium card,Citi,1,1,Neutral
2024-11-11,Gemini,best premium card,Citi,0,1,Negative
2024-01-11,Gemini,best travel credit card,Citi,1,3,Neutral
2025-07-12,Gemini,best business card,Capital One,1,5,Positive
2024-09-22,Claude,best cashback card,Chase,1,3,Positive
2025-11-09,Claude,best business card,Chase,1,5,Neutral
2025-04-11,Claude,best business card,Capital One,1,4,Neutral
2025-02-14,Gemini,best business card,Citi,1,5,Negative
2025-04-26,Perplexity,best business card,Capital One,0,3,Positive
2025-01-10,ChatGPT,best business card,AMEX,1,2,Positive
2024-05-27,ChatGPT,best premium card,Chase,1,4,Neutral
2024-02-15,Perplexity,best cashback card,Citi,1,4,Positive
2024-03-09,Claude,best premium card,Citi,1,3,Positive
2025-08-08,Claude,best premium card,Citi,1,2,Neutral
2024-03-03,Perplexity,best premium card,Citi,1,2,Neutral
2024-06-08,Perplexity,best travel credit card,Capital One,1,1,Positive
2024-06-16,ChatGPT,best cashback card,Chase,1,2,Negative
2025-11-10,ChatGPT,best premium card,Chase,1,1,Neutral
2024-04-01,Claude,best travel credit card,AMEX,1,5,Neutral
2024-10-04,Perplexity,best travel credit card,Chase,1,5,Negative
2024-11-17,Gemini,best travel credit card,AMEX,1,5,Positive
2025-12-17,Claude,best business card,Citi,1,1,Positive
2024-10-17,Gemini,best business card,Chase,1,2,Negative
2024-01-27,ChatGPT,best premium card,Chase,1,3,Negative
2025-03-22,Perplexity,best premium card,Chase,0,4,Negative
2025-01-11,ChatGPT,best travel credit card,AMEX,1,2,Neutral
2025-10-31,ChatGPT,best travel credit card,AMEX,1,1,Neutral
2024-01-29,ChatGPT,best premium card,Chase,1,3,Neutral
2024-06-11,Claude,best travel credit card,Capital One,1,1,Negative
2024-02-06,ChatGPT,best premium card,Capital One,1,1,Negative
2025-05-25,Gemini,best premium card,Capital One,0,4,Positive
2025-10-27,Gemini,best travel credit card,Citi,1,3,Negative
2024-01-04,Claude,best business card,Capital One,1,5,Positive
2025-09-02,Perplexity,best cashback card,Citi,1,2,Neutral
2025-01-03,Perplexity,best cashback card,Capital One,1,5,Positive
2025-11-30,ChatGPT,best premium card,Citi,1,1,Negative
2024-09-04,ChatGPT,best business card,Chase,1,4,Neutral
2025-06-05,Gemini,best cashback card,Citi,1,3,Positive
2025-06-25,ChatGPT,best business card,Capital One,1,4,Positive
2025-08-09,Gemini,best business card,Capital One,0,4,Positive
2025-10-17,Gemini,best travel credit card,Chase,0,3,Positive
2025-01-25,Claude,best travel credit card,Capital One,1,3,Neutral
2024-04-27,Perplexity,best travel credit card,AMEX,0,3,Neutral
2025-07-05,Claude,best premium card,Capital One,1,4,Negative
2024-01-01,Claude,best business card,Capital One,1,1,Neutral
2024-10-27,ChatGPT,best cashback card,Chase,1,4,Negative
2025-01-16,ChatGPT,best business card,Citi,0,1,Negative
2024-10-23,Perplexity,best cashback card,AMEX,0,2,Neutral
2024-11-19,ChatGPT,best business card,Chase,1,1,Negative
2025-05-28,Perplexity,best travel credit card,Citi,1,2,Neutral
2024-09-29,Perplexity,best premium card,AMEX,1,5,Positive
2025-05-02,Perplexity,best business card,Chase,0,2,Negative
2025-01-27,ChatGPT,best premium card,Chase,1,4,Neutral
2025-10-12,Claude,best business card,AMEX,0,5,Positive
2024-10-26,Gemini,best business card,AMEX,1,4,Negative
2025-08-17,Gemini,best cashback card,AMEX,1,4,Positive
2025-03-15,Claude,best premium card,AMEX,1,2,Positive
2024-03-19,Gemini,best cashback card,Capital One,0,3,Positive
2025-03-06,Claude,best premium card,Capital One,1,4,Neutral
2025-11-29,Perplexity,best premium card,Citi,1,5,Positive
2024-07-06,ChatGPT,best travel credit card,Capital One,1,4,Positive
2025-06-28,Claude,best premium card,Citi,1,3,Positive
2025-10-03,Claude,best business card,AMEX,0,3,Positive
2024-01-02,ChatGPT,best premium card,Citi,1,4,Positive
2024-02-29,Perplexity,best premium card,Capital One,1,3,Negative
2025-02-07,ChatGPT,best travel credit card,Capital One,1,2,Positive
2024-05-01,ChatGPT,best business card,Capital One,0,1,Negative
2024-03-22,Perplexity,best premium card,Capital One,1,3,Negative
2025-10-31,Gemini,best travel credit card,AMEX,1,4,Negative
2025-12-25,Claude,best travel credit card,Chase,1,3,Positive
2024-10-18,Gemini,best cashback card,AMEX,1,4,Positive
2024-04-27,Gemini,best cashback card,Chase,1,5,Positive
2025-08-01,Claude,best premium card,AMEX,1,4,Negative
2024-05-24,Perplexity,best business card,AMEX,1,5,Positive
2025-01-15,Gemini,best cashback card,Capital One,1,1,Neutral
2025-08-07,Perplexity,best premium card,Capital One,1,2,Neutral
2024-06-09,Gemini,best business card,AMEX,1,1,Negative
2024-02-26,Perplexity,best premium card,Capital One,1,4,Neutral
2024-08-13,ChatGPT,best business card,Chase,1,1,Neutral
2024-06-30,ChatGPT,best premium card,Citi,1,5,Positive
2025-02-19,ChatGPT,best premium card,Chase,1,1,Neutral
2024-11-10,Gemini,best premium card,Capital One,1,2,Negative
2025-06-03,Perplexity,best cashback card,Capital One,1,3,Positive
2025-01-04,Perplexity,best premium card,AMEX,1,5,Neutral
2025-09-30,Gemini,best premium card,AMEX,0,1,Positive
2025-11-01,Perplexity,best premium card,AMEX,0,1,Neutral
2025-07-29,ChatGPT,best premium card,Capital One,0,1,Positive
2024-01-05,Claude,best business card,Capital One,1,5,Neutral
2024-06-18,ChatGPT,best business card,AMEX,1,1,Positive
2024-12-27,Claude,best business card,Capital One,1,3,Negative
2024-06-28,Claude,best cashback card,Citi,1,4,Neutral
2024-06-29,Gemini,best cashback card,Chase,1,1,Negative
2024-01-13,Perplexity,best cashback card,Chase,1,3,Neutral
2024-07-30,ChatGPT,best cashback card,Citi,1,5,Negative
2024-04-24,Claude,best cashback card,Chase,1,4,Positive
2024-02-05,Gemini,best cashback card,Citi,1,5,Neutral
2025-06-22,Perplexity,best travel credit card,AMEX,1,4,Positive
2024-08-16,Gemini,best premium card,Citi,1,3,Neutral
2025-09-30,Gemini,best business card,AMEX,1,3,Neutral
2024-04-06,ChatGPT,best cashback card,Chase,0,4,Negative
2025-08-27,Gemini,best business card,Citi,0,3,Neutral
2024-03-31,Gemini,best travel credit card,Chase,1,2,Negative
2025-12-15,Perplexity,best travel credit card,Citi,0,4,Neutral
2024-08-04,Claude,best premium card,Chase,1,1,Neutral
2024-04-29,Claude,best travel credit card,Capital One,1,1,Neutral
2024-05-12,Claude,best cashback card,Chase,1,1,Negative
2024-02-20,Claude,best cashback card,Citi,1,1,Negative
2025-07-31,ChatGPT,best premium card,Chase,1,1,Negative
2024-02-09,Gemini,best travel credit card,AMEX,1,2,Positive
2025-09-23,Claude,best premium card,AMEX,1,1,Neutral
2024-10-09,Perplexity,best business card,Citi,1,3,Positive
2025-05-21,ChatGPT,best cashback card,Capital One,1,5,Negative
2025-05-01,Claude,best travel credit card,Chase,0,3,Positive
2024-07-27,Perplexity,best business card,AMEX,1,3,Neutral
2024-06-30,Perplexity,best cashback card,Capital One,1,2,Negative
2025-01-12,Perplexity,best travel credit card,Capital One,0,2,Neutral
2024-07-21,Perplexity,best travel credit card,Capital One,1,3,Negative
2025-06-04,ChatGPT,best business card,AMEX,1,3,Positive
2024-09-23,Gemini,best travel credit card,Chase,1,1,Negative
2024-03-10,Gemini,best travel credit card,Citi,1,5,Negative
2024-01-30,Perplexity,best business card,Chase,1,2,Negative
2025-08-27,Claude,best travel credit card,Chase,1,5,Negative
2024-08-10,Gemini,best cashback card,Capital One,1,5,Neutral
2025-04-15,Gemini,best travel credit card,AMEX,1,2,Positive
2024-11-28,Claude,best business card,AMEX,1,5,Neutral
2024-04-27,Claude,best cashback card,Chase,1,1,Positive
2025-02-24,ChatGPT,best premium card,Capital One,1,2,Positive
2025-04-04,ChatGPT,best cashback card,Chase,1,3,Neutral
2024-11-27,ChatGPT,best business card,Chase,1,4,Neutral
2024-09-07,Perplexity,best cashback card,Capital One,0,1,Neutral
2025-11-18,Perplexity,best cashback card,Citi,1,2,Positive
2025-04-28,Gemini,best premium card,Citi,0,5,Positive
2025-01-07,ChatGPT,best business card,Chase,1,3,Neutral
2024-07-27,Perplexity,best premium card,Citi,1,4,Negative
2024-05-20,Gemini,best business card,Citi,0,2,Negative
2025-07-25,ChatGPT,best premium card,Capital One,1,1,Negative
2024-10-12,Gemini,best premium card,AMEX,1,1,Positive
2024-04-29,Perplexity,best cashback card,Capital One,1,3,Positive
2024-10-10,ChatGPT,best business card,Citi,1,1,Negative
2024-05-30,Gemini,best travel credit card,AMEX,1,2,Negative
2024-10-31,Claude,best cashback card,Chase,1,3,Neutral
2025-02-17,Gemini,best premium card,Chase,1,4,Neutral
2024-07-19,Claude,best premium card,Chase,1,2,Negative
2025-09-01,Claude,best premium card,Citi,1,1,Negative
2025-01-02,Gemini,best travel credit card,Capital One,1,4,Negative
2024-01-26,Gemini,best cashback card,Capital One,1,4,Positive
2025-01-14,Claude,best travel credit card,Citi,1,3,Positive
2024-12-02,ChatGPT,best cashback card,AMEX,0,1,Negative
2025-08-02,Claude,best cashback card,Chase,1,5,Positive
2025-08-12,ChatGPT,best travel credit card,Capital One,1,4,Positive
2024-09-14,Claude,best premium card,Chase,1,4,Positive
2025-08-04,Claude,best travel credit card,Chase,1,2,Negative
2025-05-18,Perplexity,best cashback card,Citi,0,3,Neutral
2025-04-01,Claude,best premium card,Chase,1,5,Positive
2025-02-01,Gemini,best premium card,Citi,1,1,Negative
2024-11-26,Gemini,best travel credit card,Chase,0,1,Neutral
2025-09-07,Perplexity,best travel credit card,AMEX,1,2,Negative
2024-12-10,Perplexity,best premium card,AMEX,1,5,Negative
2025-04-16,Gemini,best cashback card,Capital One,1,1,Positive
2025-10-24,Perplexity,best travel credit card,Citi,1,4,Negative
2025-04-11,Claude,best cashback card,Capital One,1,4,Positive
2024-03-05,Claude,best cashback card,Capital One,1,2,Neutral
2024-12-26,Gemini,best cashback card,AMEX,1,1,Neutral
2025-01-10,Gemini,best travel credit card,Chase,1,2,Positive
2025-07-19,Gemini,best cashback card,AMEX,0,2,Neutral
2025-02-03,Gemini,best cashback card,Capital One,1,3,Positive
2024-12-19,Claude,best premium card,AMEX,1,1,Positive
2025-12-05,ChatGPT,best travel credit card,Chase,1,1,Neutral
2025-11-23,Gemini,best premium card,Citi,1,2,Neutral
2024-10-31,Perplexity,best cashback card,Chase,1,2,Negative
2025-02-22,Claude,best travel credit card,Chase,1,4,Positive
2025-06-16,Perplexity,best business card,Citi,0,3,Neutral
2025-08-06,ChatGPT,best premium card,Citi,1,2,Neutral
2024-06-05,Gemini,best premium card,Chase,1,1,Neutral
2024-08-25,Claude,best business card,AMEX,1,3,Negative
2025-07-18,Perplexity,best travel credit card,Chase,1,1,Neutral
2025-10-05,Perplexity,best cashback card,Citi,1,3,Neutral
2025-12-07,Perplexity,best business card,Chase,1,4,Positive
2025-01-05,Perplexity,best business card,Citi,1,5,Neutral
2025-05-30,Gemini,best travel credit card,Citi,1,5,Negative
2024-03-31,Claude,best travel credit card,Chase,0,2,Positive
2024-10-19,Perplexity,best business card,Citi,1,5,Neutral
2024-04-19,Claude,best business card,Citi,0,1,Positive
2025-01-12,Claude,best premium card,Capital One,1,1,Negative
2025-04-07,ChatGPT,best cashback card,Capital One,1,3,Negative
2025-02-03,ChatGPT,best cashback card,AMEX,1,4,Negative
2025-11-25,Perplexity,best premium card,Chase,0,2,Neutral
2025-04-04,Gemini,best travel credit card,Capital One,1,2,Neutral
2025-04-17,Gemini,best business card,Capital One,1,1,Negative
2024-01-28,Gemini,best premium card,Capital One,1,1,Negative
2025-09-26,Perplexity,best premium card,Chase,1,5,Neutral
2024-02-29,Gemini,best cashback card,Citi,0,2,Neutral
2025-01-07,Claude,best cashback card,Citi,1,3,Negative
2024-09-01,Claude,best travel credit card,Citi,1,4,Negative
2025-10-05,ChatGPT,best business card,AMEX,1,2,Positive
2025-09-02,Claude,best business card,Capital One,1,3,Positive
2025-02-26,Perplexity,best travel credit card,AMEX,1,1,Neutral
2025-08-03,Gemini,best premium card,Chase,1,3,Negative
2024-08-29,Perplexity,best cashback card,Capital One,0,3,Neutral
2024-01-29,Claude,best travel credit card,Citi,1,2,Positive
2025-06-12,ChatGPT,best travel credit card,AMEX,1,3,Neutral
2025-11-01,Claude,best premium card,Chase,1,2,Neutral
2024-04-09,ChatGPT,best business card,Citi,1,5,Neutral
2024-01-11,Perplexity,best premium card,Citi,1,5,Neutral
2025-02-26,Perplexity,best business card,Capital One,0,3,Negative
2025-10-31,Perplexity,best travel credit card,AMEX,0,3,Negative
2025-04-02,Perplexity,best cashback card,Citi,1,4,Neutral
2024-09-23,Perplexity,best cashback card,AMEX,0,1,Positive
2025-02-14,ChatGPT,best cashback card,Chase,1,5,Negative
2024-07-01,Claude,best travel credit card,Capital One,1,3,Neutral
2024-04-14,ChatGPT,best travel credit card,AMEX,1,3,Negative
2025-06-01,Perplexity,best business card,Capital One,1,3,Neutral
2025-09-06,Claude,best travel credit card,Chase,1,3,Negative
2025-02-17,Perplexity,best business card,Citi,1,3,Negative
2024-01-18,ChatGPT,best cashback card,AMEX,1,4,Neutral
2024-10-21,Perplexity,best travel credit card,Citi,1,1,Negative
2024-11-29,Claude,best premium card,Capital One,0,4,Negative
2025-10-16,ChatGPT,best business card,AMEX,1,2,Neutral
2024-11-01,Gemini,best cashback card,Citi,1,4,Neutral
2024-06-29,Gemini,best business card,Citi,1,1,Neutral
2024-08-15,Claude,best travel credit card,Capital One,1,1,Neutral
2025-08-21,ChatGPT,best cashback card,Citi,1,2,Positive
2025-07-01,ChatGPT,best premium card,AMEX,1,2,Negative
2025-12-29,Gemini,best cashback card,Chase,1,1,Neutral
2024-01-09,Gemini,best cashback card,Citi,1,5,Neutral
2024-04-10,Claude,best travel credit card,Capital One,1,1,Positive
2025-10-25,ChatGPT,best travel credit card,Capital One,1,2,Negative
2025-12-01,ChatGPT,best travel credit card,AMEX,0,5,Positive
2024-07-21,Claude,best premium card,Chase,0,2,Neutral
2025-10-01,ChatGPT,best cashback card,Chase,1,4,Negative
2025-03-07,Gemini,best travel credit card,Capital One,1,1,Negative
2024-09-08,ChatGPT,best business card,Chase,1,4,Negative
2024-12-13,ChatGPT,best business card,Chase,0,3,Negative
2025-01-06,ChatGPT,best cashback card,AMEX,0,4,Neutral
2025-09-08,Perplexity,best business card,Chase,0,3,Positive
2025-06-26,ChatGPT,best business card,Citi,1,1,Negative
2025-09-03,Gemini,best travel credit card,Chase,1,2,Positive
2024-08-12,Perplexity,best cashback card,AMEX,1,5,Positive
2024-05-22,ChatGPT,best travel credit card,Capital One,1,5,Positive
2024-07-12,Claude,best business card,Citi,0,3,Negative
2025-09-30,ChatGPT,best business card,AMEX,1,2,Neutral
2024-12-24,Claude,best business card,Citi,0,3,Negative
2024-09-11,Perplexity,best cashback card,Capital One,1,5,Positive
2025-06-22,Claude,best premium card,AMEX,1,5,Positive
2024-05-23,Claude,best business card,Capital One,1,1,Positive
2025-08-01,ChatGPT,best business card,Citi,1,3,Positive
2025-03-22,Gemini,best premium card,Capital One,1,3,Neutral
2025-06-22,Perplexity,best premium card,Capital One,0,5,Negative
2025-11-28,Claude,best cashback card,AMEX,1,5,Positive
2025-02-22,Claude,best premium card,Citi,1,1,Neutral
2024-05-31,ChatGPT,best premium card,Capital One,1,2,Neutral
2025-08-05,Gemini,best travel credit card,Citi,1,2,Negative
2024-03-23,Perplexity,best premium card,AMEX,1,2,Positive
2025-10-06,Gemini,best premium card,Capital One,1,4,Neutral
2024-06-15,Claude,best cashback card,Chase,1,2,Negative
2025-12-03,ChatGPT,best cashback card,Capital One,1,1,Negative
2025-05-26,ChatGPT,best travel credit card,Capital One,1,3,Neutral
2025-06-03,Perplexity,best cashback card,AMEX,1,3,Neutral
2025-08-23,ChatGPT,best travel credit card,Capital One,1,2,Positive
2024-03-06,Claude,best premium card,AMEX,0,4,Negative
2024-06-16,Claude,best premium card,Capital One,1,3,Negative
2025-07-11,ChatGPT,best premium card,AMEX,1,4,Positive
2025-06-05,Claude,best business card,Chase,1,2,Positive
2025-04-17,Perplexity,best cashback card,Citi,1,4,Negative
2025-09-17,Gemini,best travel credit card,AMEX,0,5,Negative
2025-04-08,ChatGPT,best cashback card,Chase,1,5,Positive
2025-12-19,ChatGPT,best travel credit card,Citi,1,5,Neutral
2025-12-16,ChatGPT,best premium card,Chase,1,1,Negative
2024-12-17,Gemini,best travel credit card,AMEX,1,1,Neutral
2025-12-07,ChatGPT,best premium card,Chase,1,2,Negative
2025-04-15,Gemini,best travel credit card,Citi,1,4,Negative
2024-06-11,Perplexity,best premium card,Capital One,1,4,Neutral
2024-11-16,Perplexity,best business card,Citi,0,5,Positive
2024-03-24,ChatGPT,best premium card,Chase,1,5,Positive
2024-07-26,ChatGPT,best cashback card,Capital One,1,5,Negative
2025-04-29,Claude,best travel credit card,Capital One,1,4,Neutral
2025-06-30,Claude,best premium card,Capital One,1,4,Neutral
2025-07-02,Claude,best premium card,Citi,1,5,Neutral
2025-07-30,Gemini,best premium card,Chase,1,4,Negative
2024-11-06,Gemini,best premium card,Chase,1,1,Negative
2025-11-04,Gemini,best business card,AMEX,1,2,Neutral
2024-01-21,Gemini,best business card,Citi,1,5,Neutral
2024-01-14,ChatGPT,best travel credit card,AMEX,0,3,Neutral
2024-05-25,Gemini,best business card,Capital One,1,1,Neutral
2025-06-30,Gemini,best cashback card,AMEX,1,5,Negative
2025-03-24,Claude,best cashback card,Chase,1,5,Positive
2024-09-02,Claude,best cashback card,Capital One,1,4,Positive
2024-08-26,Claude,best travel credit card,Capital One,1,1,Positive
2025-06-11,Claude,best travel credit card,Chase,1,2,Positive
2025-07-26,Gemini,best travel credit card,Capital One,1,3,Positive
2024-12-31,Perplexity,best cashback card,AMEX,1,5,Positive
2025-05-18,Gemini,best premium card,Chase,0,2,Neutral
2024-12-23,Gemini,best premium card,Citi,1,3,Neutral
2025-06-16,Claude,best cashback card,AMEX,0,2,Positive
2024-01-26,Perplexity,best business card,Capital One,1,4,Positive
2024-06-23,ChatGPT,best travel credit card,Citi,1,1,Negative
2025-05-14,ChatGPT,best travel credit card,AMEX,1,5,Negative
2024-12-24,Claude,best premium card,AMEX,1,3,Negative
2024-01-18,ChatGPT,best premium card,Chase,1,5,Positive
2025-02-28,Claude,best business card,Capital One,1,3,Negative
2024-08-03,ChatGPT,best premium card,Chase,1,2,Negative
2024-08-23,Claude,best business card,AMEX,1,5,Positive
2024-10-02,Claude,best travel credit card,Capital One,1,1,Positive
2025-09-06,ChatGPT,best cashback card,Capital One,1,3,Positive
2025-04-09,ChatGPT,best cashback card,Capital One,1,4,Neutral
2025-04-13,ChatGPT,best premium card,Capital One,1,2,Positive
2024-08-29,Perplexity,best travel credit card,AMEX,1,4,Negative
2024-04-23,Gemini,best cashback card,Citi,0,2,Positive
2024-03-06,Gemini,best travel credit card,Citi,1,1,Neutral
2024-08-16,Perplexity,best premium card,Chase,1,4,Neutral
2025-11-06,Perplexity,best premium card,AMEX,1,2,Negative
2024-10-25,Perplexity,best travel credit card,AMEX,1,4,Neutral
2025-08-04,Claude,best cashback card,Capital One,1,2,Negative
2025-02-22,Gemini,best premium card,Chase,1,1,Neutral
2024-08-19,Gemini,best cashback card,Capital One,1,5,Neutral
2025-04-26,ChatGPT,best premium card,AMEX,0,2,Positive
2025-03-15,ChatGPT,best premium card,AMEX,1,3,Neutral
2025-09-04,Gemini,best travel credit card,Chase,0,5,Neutral
2024-12-17,Claude,best travel credit card,Chase,1,4,Positive
2024-09-22,Gemini,best travel credit card,Citi,1,4,Positive
2024-11-21,ChatGPT,best premium card,AMEX,1,4,Neutral
2025-04-05,Claude,best travel credit card,Capital One,1,3,Positive
2024-11-21,Claude,best premium card,Chase,1,3,Neutral
2025-06-28,Gemini,best business card,Capital One,1,3,Neutral
2025-10-26,Gemini,best premium card,AMEX,1,3,Neutral
2025-04-30,Perplexity,best business card,AMEX,0,3,Positive
2025-05-25,Gemini,best travel credit card,Citi,1,3,Positive
2024-08-06,ChatGPT,best travel credit card,Chase,1,5,Neutral
2024-05-24,Claude,best cashback card,Chase,1,5,Positive
2025-08-20,Claude,best travel credit card,Citi,0,4,Negative
2024-01-14,Claude,best travel credit card,Capital One,1,3,Positive
2025-09-16,Gemini,best cashback card,Citi,0,1,Positive
2025-02-15,ChatGPT,best cashback card,Citi,1,4,Positive
2024-03-12,Claude,best travel credit card,Citi,1,4,Negative
2024-10-23,Gemini,best cashback card,AMEX,1,2,Neutral
2024-07-11,Claude,best business card,Capital One,1,4,Neutral
2024-02-23,ChatGPT,best business card,Chase,1,4,Negative
2024-07-19,Gemini,best premium card,AMEX,1,4,Positive
2025-01-22,Claude,best business card,Chase,1,2,Positive
2025-12-25,Claude,best business card,Citi,1,1,Positive
2024-11-20,ChatGPT,best business card,Citi,1,3,Negative
2025-12-04,ChatGPT,best business card,AMEX,0,2,Positive
2024-08-28,ChatGPT,best business card,Capital One,1,3,Negative
2025-07-23,Gemini,best cashback card,Citi,1,5,Positive
2024-02-10,ChatGPT,best premium card,AMEX,1,4,Neutral
2025-05-20,ChatGPT,best cashback card,Capital One,1,4,Positive
2025-07-06,Perplexity,best premium card,Chase,1,4,Negative
2025-04-30,Claude,best premium card,AMEX,0,4,Neutral
2024-08-02,ChatGPT,best premium card,Chase,1,1,Neutral
2025-09-19,Perplexity,best cashback card,Capital One,1,3,Neutral
2024-07-05,Claude,best cashback card,AMEX,1,2,Negative
2025-01-20,Perplexity,best cashback card,Citi,1,2,Positive
2024-07-13,ChatGPT,best business card,Chase,1,1,Positive
2024-01-28,Gemini,best travel credit card,Capital One,1,1,Negative
2024-09-08,Claude,best premium card,Citi,1,5,Positive
2024-04-25,Perplexity,best travel credit card,AMEX,1,3,Negative
2024-07-19,Perplexity,best premium card,Citi,1,4,Positive
2024-08-11,Perplexity,best cashback card,AMEX,1,4,Neutral
2024-06-28,ChatGPT,best premium card,AMEX,1,1,Neutral
2025-05-08,Claude,best travel credit card,Chase,1,1,Negative
2024-03-14,Claude,best travel credit card,AMEX,1,2,Negative
2025-05-11,Perplexity,best premium card,Capital One,1,2,Negative
2025-10-13,Gemini,best premium card,Capital One,1,1,Neutral
2024-06-20,Claude,best business card,Chase,1,5,Positive
2025-03-15,Claude,best business card,AMEX,1,5,Negative
2024-05-27,ChatGPT,best travel credit card,Capital One,1,4,Negative
2024-07-07,Perplexity,best business card,Citi,1,5,Neutral
2025-10-13,ChatGPT,best business card,Capital One,1,4,Neutral
